"name","state","party","year"
"William Proxmire","Wisconsin","Democratic","1960"
"William Proxmire","Wisconsin","Democratic","1961"
"William Proxmire","Wisconsin","Democratic","1962"
"William Proxmire","Wisconsin","Democratic","1963"
"William Proxmire","Wisconsin","Democratic","1964"
"William Proxmire","Wisconsin","Democratic","1965"
"William Proxmire","Wisconsin","Democratic","1966"
"William Proxmire","Wisconsin","Democratic","1967"
"William Proxmire","Wisconsin","Democratic","1968"
"William Proxmire","Wisconsin","Democratic","1969"
"William Proxmire","Wisconsin","Democratic","1970"
"William Proxmire","Wisconsin","Democratic","1971"
"William Proxmire","Wisconsin","Democratic","1972"
"William Proxmire","Wisconsin","Democratic","1973"
"William Proxmire","Wisconsin","Democratic","1974"
"William Proxmire","Wisconsin","Democratic","1975"
"William Proxmire","Wisconsin","Democratic","1976"
"William Proxmire","Wisconsin","Democratic","1977"
"William Proxmire","Wisconsin","Democratic","1978"
"William Proxmire","Wisconsin","Democratic","1979"
"William Proxmire","Wisconsin","Democratic","1980"
"William Proxmire","Wisconsin","Democratic","1981"
"William Proxmire","Wisconsin","Democratic","1982"
"William Proxmire","Wisconsin","Democratic","1983"
"William Proxmire","Wisconsin","Democratic","1984"
"William Proxmire","Wisconsin","Democratic","1985"
"David Pryor","Arkansas","Democratic","1979"
"David Pryor","Arkansas","Democratic","1980"
"David Pryor","Arkansas","Democratic","1981"
"David Pryor","Arkansas","Democratic","1982"
"David Pryor","Arkansas","Democratic","1983"
"David Pryor","Arkansas","Democratic","1984"
"David Pryor","Arkansas","Democratic","1985"
"William A. Purtell","Connecticut","Republican","1952"
"William A. Purtell","Connecticut","Republican","1953"
"William A. Purtell","Connecticut","Republican","1954"
"William A. Purtell","Connecticut","Republican","1955"
"William A. Purtell","Connecticut","Republican","1956"
"William A. Purtell","Connecticut","Republican","1957"
"William A. Purtell","Connecticut","Republican","1958"
"William A. Purtell","Connecticut","Republican","1959"
"Dan Quayle","Indiana","Republican","1981"
"Dan Quayle","Indiana","Republican","1982"
"Dan Quayle","Indiana","Republican","1983"
"Dan Quayle","Indiana","Republican","1984"
"Dan Quayle","Indiana","Republican","1985"
"George L. P. Radcliffe","Maryland","Democratic","1945"
"George L. P. Radcliffe","Maryland","Democratic","1946"
"George L. P. Radcliffe","Maryland","Democratic","1947"
"Jennings Randolph","West Virginia","Democratic","1958"
"Jennings Randolph","West Virginia","Democratic","1959"
"Jennings Randolph","West Virginia","Democratic","1960"
"Jennings Randolph","West Virginia","Democratic","1961"
"Jennings Randolph","West Virginia","Democratic","1962"
"Jennings Randolph","West Virginia","Democratic","1963"
"Jennings Randolph","West Virginia","Democratic","1964"
"Jennings Randolph","West Virginia","Democratic","1965"
"Jennings Randolph","West Virginia","Democratic","1966"
"Jennings Randolph","West Virginia","Democratic","1967"
"Jennings Randolph","West Virginia","Democratic","1968"
"Jennings Randolph","West Virginia","Democratic","1969"
"Jennings Randolph","West Virginia","Democratic","1970"
"Jennings Randolph","West Virginia","Democratic","1971"
"Jennings Randolph","West Virginia","Democratic","1972"
"Jennings Randolph","West Virginia","Democratic","1973"
"Jennings Randolph","West Virginia","Democratic","1974"
"Jennings Randolph","West Virginia","Democratic","1975"
"Jennings Randolph","West Virginia","Democratic","1976"
"Jennings Randolph","West Virginia","Democratic","1977"
"Jennings Randolph","West Virginia","Democratic","1978"
"Jennings Randolph","West Virginia","Democratic","1979"
"Jennings Randolph","West Virginia","Democratic","1980"
"Jennings Randolph","West Virginia","Democratic","1981"
"Jennings Randolph","West Virginia","Democratic","1982"
"Jennings Randolph","West Virginia","Democratic","1983"
"Jennings Randolph","West Virginia","Democratic","1984"
"Jennings Randolph","West Virginia","Democratic","1985"
"Clyde M. Reed","Kansas","Republican","1945"
"Clyde M. Reed","Kansas","Republican","1946"
"Clyde M. Reed","Kansas","Republican","1947"
"Clyde M. Reed","Kansas","Republican","1948"
"Clyde M. Reed","Kansas","Republican","1949"
"W. Chapman Revercomb","West Virginia","Republican","1945"
"W. Chapman Revercomb","West Virginia","Republican","1946"
"W. Chapman Revercomb","West Virginia","Republican","1947"
"W. Chapman Revercomb","West Virginia","Republican","1948"
"W. Chapman Revercomb","West Virginia","Republican","1949"
"W. Chapman Revercomb","West Virginia","Republican","1956"
"W. Chapman Revercomb","West Virginia","Republican","1957"
"W. Chapman Revercomb","West Virginia","Republican","1958"
"W. Chapman Revercomb","West Virginia","Republican","1959"
"Robert Rice Reynolds","North Carolina","Democratic","1945"
"Samuel W. Reynolds","Nebraska","Republican","1954"
"Abraham A. Ribicoff","Connecticut","Democratic","1963"
"Abraham A. Ribicoff","Connecticut","Democratic","1964"
"Abraham A. Ribicoff","Connecticut","Democratic","1965"
"Abraham A. Ribicoff","Connecticut","Democratic","1966"
"Abraham A. Ribicoff","Connecticut","Democratic","1967"
"Abraham A. Ribicoff","Connecticut","Democratic","1968"
"Abraham A. Ribicoff","Connecticut","Democratic","1969"
"Abraham A. Ribicoff","Connecticut","Democratic","1970"
"Abraham A. Ribicoff","Connecticut","Democratic","1971"
"Abraham A. Ribicoff","Connecticut","Democratic","1972"
"Abraham A. Ribicoff","Connecticut","Democratic","1973"
"Abraham A. Ribicoff","Connecticut","Democratic","1974"
"Abraham A. Ribicoff","Connecticut","Democratic","1975"
"Abraham A. Ribicoff","Connecticut","Democratic","1976"
"Abraham A. Ribicoff","Connecticut","Democratic","1977"
"Abraham A. Ribicoff","Connecticut","Democratic","1978"
"Abraham A. Ribicoff","Connecticut","Democratic","1979"
"Abraham A. Ribicoff","Connecticut","Democratic","1980"
"Abraham A. Ribicoff","Connecticut","Democratic","1981"
"Donald Riegle","Michigan","Democratic","1977"
"Donald Riegle","Michigan","Democratic","1978"
"Donald Riegle","Michigan","Democratic","1979"
"Donald Riegle","Michigan","Democratic","1980"
"Donald Riegle","Michigan","Democratic","1981"
"Donald Riegle","Michigan","Democratic","1982"
"Donald Riegle","Michigan","Democratic","1983"
"Donald Riegle","Michigan","Democratic","1984"
"Donald Riegle","Michigan","Democratic","1985"
"A. Willis Robertson","Virginia","Democratic","1946"
"A. Willis Robertson","Virginia","Democratic","1947"
"A. Willis Robertson","Virginia","Democratic","1948"
"A. Willis Robertson","Virginia","Democratic","1949"
"A. Willis Robertson","Virginia","Democratic","1950"
"A. Willis Robertson","Virginia","Democratic","1951"
"A. Willis Robertson","Virginia","Democratic","1952"
"A. Willis Robertson","Virginia","Democratic","1953"
"A. Willis Robertson","Virginia","Democratic","1954"
"A. Willis Robertson","Virginia","Democratic","1955"
"A. Willis Robertson","Virginia","Democratic","1956"
"A. Willis Robertson","Virginia","Democratic","1957"
"A. Willis Robertson","Virginia","Democratic","1958"
"A. Willis Robertson","Virginia","Democratic","1959"
"A. Willis Robertson","Virginia","Democratic","1960"
"A. Willis Robertson","Virginia","Democratic","1961"
"A. Willis Robertson","Virginia","Democratic","1962"
"A. Willis Robertson","Virginia","Democratic","1963"
"A. Willis Robertson","Virginia","Democratic","1964"
"A. Willis Robertson","Virginia","Democratic","1965"
"A. Willis Robertson","Virginia","Democratic","1966"
"Edward V. Robertson","Wyoming","Republican","1945"
"Edward V. Robertson","Wyoming","Republican","1946"
"Edward V. Robertson","Wyoming","Republican","1947"
"Edward V. Robertson","Wyoming","Republican","1948"
"Edward V. Robertson","Wyoming","Republican","1949"
"Jay Rockefeller","West Virginia","Democratic","1985"
"William V. Roth Jr.","Delaware","Republican","1971"
"William V. Roth Jr.","Delaware","Republican","1972"
"William V. Roth Jr.","Delaware","Republican","1973"
"William V. Roth Jr.","Delaware","Republican","1974"
"William V. Roth Jr.","Delaware","Republican","1975"
"William V. Roth Jr.","Delaware","Republican","1976"
"William V. Roth Jr.","Delaware","Republican","1977"
"William V. Roth Jr.","Delaware","Republican","1978"
"William V. Roth Jr.","Delaware","Republican","1979"
"William V. Roth Jr.","Delaware","Republican","1980"
"William V. Roth Jr.","Delaware","Republican","1981"
"William V. Roth Jr.","Delaware","Republican","1982"
"William V. Roth Jr.","Delaware","Republican","1983"
"William V. Roth Jr.","Delaware","Republican","1984"
"William V. Roth Jr.","Delaware","Republican","1985"
"Warren Rudman","New Hampshire","Republican","1981"
"Warren Rudman","New Hampshire","Republican","1982"
"Warren Rudman","New Hampshire","Republican","1983"
"Warren Rudman","New Hampshire","Republican","1984"
"Warren Rudman","New Hampshire","Republican","1985"
"Donald S. Russell","South Carolina","Democratic","1965"
"Donald S. Russell","South Carolina","Democratic","1966"
"Richard Russell Jr.","Georgia","Democratic","1945"
"Richard Russell Jr.","Georgia","Democratic","1946"
"Richard Russell Jr.","Georgia","Democratic","1947"
"Richard Russell Jr.","Georgia","Democratic","1948"
"Richard Russell Jr.","Georgia","Democratic","1949"
"Richard Russell Jr.","Georgia","Democratic","1950"
"Richard Russell Jr.","Georgia","Democratic","1951"
"Richard Russell Jr.","Georgia","Democratic","1952"
"Richard Russell Jr.","Georgia","Democratic","1953"
"Richard Russell Jr.","Georgia","Democratic","1954"
"Richard Russell Jr.","Georgia","Democratic","1955"
"Richard Russell Jr.","Georgia","Democratic","1956"
"Richard Russell Jr.","Georgia","Democratic","1957"
"Richard Russell Jr.","Georgia","Democratic","1958"
"Richard Russell Jr.","Georgia","Democratic","1959"
"Richard Russell Jr.","Georgia","Democratic","1960"
"Richard Russell Jr.","Georgia","Democratic","1961"
"Richard Russell Jr.","Georgia","Democratic","1962"
"Richard Russell Jr.","Georgia","Democratic","1963"
"Richard Russell Jr.","Georgia","Democratic","1964"
"Richard Russell Jr.","Georgia","Democratic","1965"
"Richard Russell Jr.","Georgia","Democratic","1966"
"Richard Russell Jr.","Georgia","Democratic","1967"
"Richard Russell Jr.","Georgia","Democratic","1968"
"Richard Russell Jr.","Georgia","Democratic","1969"
"Richard Russell Jr.","Georgia","Democratic","1970"
"Richard Russell Jr.","Georgia","Democratic","1971"
"Pierre Salinger","California","Democratic","1964"
"Leverett Saltonstall","Massachusetts","Republican","1945"
"Leverett Saltonstall","Massachusetts","Republican","1946"
"Leverett Saltonstall","Massachusetts","Republican","1947"
"Leverett Saltonstall","Massachusetts","Republican","1948"
"Leverett Saltonstall","Massachusetts","Republican","1949"
"Leverett Saltonstall","Massachusetts","Republican","1950"
"Leverett Saltonstall","Massachusetts","Republican","1951"
"Leverett Saltonstall","Massachusetts","Republican","1952"
"Leverett Saltonstall","Massachusetts","Republican","1953"
"Leverett Saltonstall","Massachusetts","Republican","1954"
"Leverett Saltonstall","Massachusetts","Republican","1955"
"Leverett Saltonstall","Massachusetts","Republican","1956"
"Leverett Saltonstall","Massachusetts","Republican","1957"
"Leverett Saltonstall","Massachusetts","Republican","1958"
"Leverett Saltonstall","Massachusetts","Republican","1959"
"Leverett Saltonstall","Massachusetts","Republican","1960"
"Leverett Saltonstall","Massachusetts","Republican","1961"
"Leverett Saltonstall","Massachusetts","Republican","1962"
"Leverett Saltonstall","Massachusetts","Republican","1963"
"Leverett Saltonstall","Massachusetts","Republican","1964"
"Leverett Saltonstall","Massachusetts","Republican","1965"
"Leverett Saltonstall","Massachusetts","Republican","1966"
"Leverett Saltonstall","Massachusetts","Republican","1967"
"Paul Sarbanes","Maryland","Democratic","1977"
"Paul Sarbanes","Maryland","Democratic","1978"
"Paul Sarbanes","Maryland","Democratic","1979"
"Paul Sarbanes","Maryland","Democratic","1980"
"Paul Sarbanes","Maryland","Democratic","1981"
"Paul Sarbanes","Maryland","Democratic","1982"
"Paul Sarbanes","Maryland","Democratic","1983"
"Paul Sarbanes","Maryland","Democratic","1984"
"Paul Sarbanes","Maryland","Democratic","1985"
"Jim Sasser","Tennessee","Democratic","1977"
"Jim Sasser","Tennessee","Democratic","1978"
"Jim Sasser","Tennessee","Democratic","1979"
"Jim Sasser","Tennessee","Democratic","1980"
"Jim Sasser","Tennessee","Democratic","1981"
"Jim Sasser","Tennessee","Democratic","1982"
"Jim Sasser","Tennessee","Democratic","1983"
"Jim Sasser","Tennessee","Democratic","1984"
"Jim Sasser","Tennessee","Democratic","1985"
"William B. Saxbe","Ohio","Republican","1969"
"William B. Saxbe","Ohio","Republican","1970"
"William B. Saxbe","Ohio","Republican","1971"
"William B. Saxbe","Ohio","Republican","1972"
"William B. Saxbe","Ohio","Republican","1973"
"William B. Saxbe","Ohio","Republican","1974"
"Harrison Schmitt","New Mexico","Republican","1977"
"Harrison Schmitt","New Mexico","Republican","1978"
"Harrison Schmitt","New Mexico","Republican","1979"
"Harrison Schmitt","New Mexico","Republican","1980"
"Harrison Schmitt","New Mexico","Republican","1981"
"Harrison Schmitt","New Mexico","Republican","1982"
"Harrison Schmitt","New Mexico","Republican","1983"
"Andrew F. Schoeppel","Kansas","Republican","1949"
"Andrew F. Schoeppel","Kansas","Republican","1950"
"Andrew F. Schoeppel","Kansas","Republican","1951"
"Andrew F. Schoeppel","Kansas","Republican","1952"
"Andrew F. Schoeppel","Kansas","Republican","1953"
"Andrew F. Schoeppel","Kansas","Republican","1954"
"Andrew F. Schoeppel","Kansas","Republican","1955"
"Andrew F. Schoeppel","Kansas","Republican","1956"
"Andrew F. Schoeppel","Kansas","Republican","1957"
"Andrew F. Schoeppel","Kansas","Republican","1958"
"Andrew F. Schoeppel","Kansas","Republican","1959"
"Andrew F. Schoeppel","Kansas","Republican","1960"
"Andrew F. Schoeppel","Kansas","Republican","1961"
"Andrew F. Schoeppel","Kansas","Republican","1962"
"Richard Schweiker","Pennsylvania","Republican","1969"
"Richard Schweiker","Pennsylvania","Republican","1970"
"Richard Schweiker","Pennsylvania","Republican","1971"
"Richard Schweiker","Pennsylvania","Republican","1972"
"Richard Schweiker","Pennsylvania","Republican","1973"
"Richard Schweiker","Pennsylvania","Republican","1974"
"Richard Schweiker","Pennsylvania","Republican","1975"
"Richard Schweiker","Pennsylvania","Republican","1976"
"Richard Schweiker","Pennsylvania","Republican","1977"
"Richard Schweiker","Pennsylvania","Republican","1978"
"Richard Schweiker","Pennsylvania","Republican","1979"
"Richard Schweiker","Pennsylvania","Republican","1980"
"Richard Schweiker","Pennsylvania","Republican","1981"
"Hugh Scott","Pennsylvania","Republican","1959"
"Hugh Scott","Pennsylvania","Republican","1960"
"Hugh Scott","Pennsylvania","Republican","1961"
"Hugh Scott","Pennsylvania","Republican","1962"
"Hugh Scott","Pennsylvania","Republican","1963"
"Hugh Scott","Pennsylvania","Republican","1964"
"Hugh Scott","Pennsylvania","Republican","1965"
"Hugh Scott","Pennsylvania","Republican","1966"
"Hugh Scott","Pennsylvania","Republican","1967"
"Hugh Scott","Pennsylvania","Republican","1968"
"Hugh Scott","Pennsylvania","Republican","1969"
"Hugh Scott","Pennsylvania","Republican","1970"
"Hugh Scott","Pennsylvania","Republican","1971"
"Hugh Scott","Pennsylvania","Republican","1972"
"Hugh Scott","Pennsylvania","Republican","1973"
"Hugh Scott","Pennsylvania","Republican","1974"
"Hugh Scott","Pennsylvania","Republican","1975"
"Hugh Scott","Pennsylvania","Republican","1976"
"Hugh Scott","Pennsylvania","Republican","1977"
"W. Kerr Scott","North Carolina","Democratic","1954"
"W. Kerr Scott","North Carolina","Democratic","1955"
"W. Kerr Scott","North Carolina","Democratic","1956"
"W. Kerr Scott","North Carolina","Democratic","1957"
"W. Kerr Scott","North Carolina","Democratic","1958"
"William L. Scott","Virginia","Republican","1973"
"William L. Scott","Virginia","Republican","1974"
"William L. Scott","Virginia","Republican","1975"
"William L. Scott","Virginia","Republican","1976"
"William L. Scott","Virginia","Republican","1977"
"William L. Scott","Virginia","Republican","1978"
"William L. Scott","Virginia","Republican","1979"
"James G. Scrugham","Nevada","Democratic","1945"
"Fred A. Seaton","Nebraska","Republican","1951"
"Fred A. Seaton","Nebraska","Republican","1952"
"Henrik Shipstead","Minnesota","Farmer-Laborite","1945"
"Henrik Shipstead","Minnesota","Farmer-Laborite","1946"
"Henrik Shipstead","Minnesota","Farmer-Laborite","1947"
"Paul Simon","Illinois","Democratic","1985"
"Alan Simpson","Wyoming","Republican","1979"
"Alan Simpson","Wyoming","Republican","1980"
"Alan Simpson","Wyoming","Republican","1981"
"Alan Simpson","Wyoming","Republican","1982"
"Alan Simpson","Wyoming","Republican","1983"
"Alan Simpson","Wyoming","Republican","1984"
"Alan Simpson","Wyoming","Republican","1985"
"Milward L. Simpson","Wyoming","Republican","1962"
"Milward L. Simpson","Wyoming","Republican","1963"
"Milward L. Simpson","Wyoming","Republican","1964"
"Milward L. Simpson","Wyoming","Republican","1965"
"Milward L. Simpson","Wyoming","Republican","1966"
"Milward L. Simpson","Wyoming","Republican","1967"
"George Smathers","Florida","Democratic","1951"
"George Smathers","Florida","Democratic","1952"
"George Smathers","Florida","Democratic","1953"
"George Smathers","Florida","Democratic","1954"
"George Smathers","Florida","Democratic","1955"
"George Smathers","Florida","Democratic","1956"
"George Smathers","Florida","Democratic","1957"
"George Smathers","Florida","Democratic","1958"
"George Smathers","Florida","Democratic","1959"
"George Smathers","Florida","Democratic","1960"
"George Smathers","Florida","Democratic","1961"
"George Smathers","Florida","Democratic","1962"
"George Smathers","Florida","Democratic","1963"
"George Smathers","Florida","Democratic","1964"
"George Smathers","Florida","Democratic","1965"
"George Smathers","Florida","Democratic","1966"
"George Smathers","Florida","Democratic","1967"
"George Smathers","Florida","Democratic","1968"
"George Smathers","Florida","Democratic","1969"
"Benjamin A. Smith II","Massachusetts","Democratic","1960"
"Benjamin A. Smith II","Massachusetts","Democratic","1961"
"Benjamin A. Smith II","Massachusetts","Democratic","1962"
"Howard Alexander Smith","New Jersey","Republican","1945"
"Howard Alexander Smith","New Jersey","Republican","1946"
"Howard Alexander Smith","New Jersey","Republican","1947"
"Howard Alexander Smith","New Jersey","Republican","1948"
"Howard Alexander Smith","New Jersey","Republican","1949"
"Howard Alexander Smith","New Jersey","Republican","1950"
"Howard Alexander Smith","New Jersey","Republican","1951"
"Howard Alexander Smith","New Jersey","Republican","1952"
"Howard Alexander Smith","New Jersey","Republican","1953"
"Howard Alexander Smith","New Jersey","Republican","1954"
"Howard Alexander Smith","New Jersey","Republican","1955"
"Howard Alexander Smith","New Jersey","Republican","1956"
"Howard Alexander Smith","New Jersey","Republican","1957"
"Howard Alexander Smith","New Jersey","Republican","1958"
"Howard Alexander Smith","New Jersey","Republican","1959"
"Margaret Chase Smith","Maine","Republican","1949"
"Margaret Chase Smith","Maine","Republican","1950"
"Margaret Chase Smith","Maine","Republican","1951"
"Margaret Chase Smith","Maine","Republican","1952"
"Margaret Chase Smith","Maine","Republican","1953"
"Margaret Chase Smith","Maine","Republican","1954"
"Margaret Chase Smith","Maine","Republican","1955"
"Margaret Chase Smith","Maine","Republican","1956"
"Margaret Chase Smith","Maine","Republican","1957"
"Margaret Chase Smith","Maine","Republican","1958"
"Margaret Chase Smith","Maine","Republican","1959"
"Margaret Chase Smith","Maine","Republican","1960"
"Margaret Chase Smith","Maine","Republican","1961"
"Margaret Chase Smith","Maine","Republican","1962"
"Margaret Chase Smith","Maine","Republican","1963"
"Margaret Chase Smith","Maine","Republican","1964"
"Margaret Chase Smith","Maine","Republican","1965"
"Margaret Chase Smith","Maine","Republican","1966"
"Margaret Chase Smith","Maine","Republican","1967"
"Margaret Chase Smith","Maine","Republican","1968"
"Margaret Chase Smith","Maine","Republican","1969"
"Margaret Chase Smith","Maine","Republican","1970"
"Margaret Chase Smith","Maine","Republican","1971"
"Margaret Chase Smith","Maine","Republican","1972"
"Margaret Chase Smith","Maine","Republican","1973"
"Ralph Tyler Smith","Illinois","Republican","1969"
"Ralph Tyler Smith","Illinois","Republican","1970"
"Willis Smith","North Carolina","Democratic","1950"
"Willis Smith","North Carolina","Democratic","1951"
"Willis Smith","North Carolina","Democratic","1952"
"Willis Smith","North Carolina","Democratic","1953"
"John Sparkman","Alabama","Democratic","1946"
"John Sparkman","Alabama","Democratic","1947"
"John Sparkman","Alabama","Democratic","1948"
"John Sparkman","Alabama","Democratic","1949"
"John Sparkman","Alabama","Democratic","1950"
"John Sparkman","Alabama","Democratic","1951"
"John Sparkman","Alabama","Democratic","1952"
"John Sparkman","Alabama","Democratic","1953"
"John Sparkman","Alabama","Democratic","1954"
"John Sparkman","Alabama","Democratic","1955"
"John Sparkman","Alabama","Democratic","1956"
"John Sparkman","Alabama","Democratic","1957"
"John Sparkman","Alabama","Democratic","1958"
"John Sparkman","Alabama","Democratic","1959"
"John Sparkman","Alabama","Democratic","1960"
"John Sparkman","Alabama","Democratic","1961"
"John Sparkman","Alabama","Democratic","1962"
"John Sparkman","Alabama","Democratic","1963"
"John Sparkman","Alabama","Democratic","1964"
"John Sparkman","Alabama","Democratic","1965"
"John Sparkman","Alabama","Democratic","1966"
"John Sparkman","Alabama","Democratic","1967"
"John Sparkman","Alabama","Democratic","1968"
"John Sparkman","Alabama","Democratic","1969"
"John Sparkman","Alabama","Democratic","1970"
"John Sparkman","Alabama","Democratic","1971"
"John Sparkman","Alabama","Democratic","1972"
"John Sparkman","Alabama","Democratic","1973"
"John Sparkman","Alabama","Democratic","1974"
"John Sparkman","Alabama","Democratic","1975"
"John Sparkman","Alabama","Democratic","1976"
"John Sparkman","Alabama","Democratic","1977"
"John Sparkman","Alabama","Democratic","1978"
"John Sparkman","Alabama","Democratic","1979"
"Arlen Specter","Pennsylvania","Republican","1981"
"Arlen Specter","Pennsylvania","Republican","1982"
"Arlen Specter","Pennsylvania","Republican","1983"
"Arlen Specter","Pennsylvania","Republican","1984"
"Arlen Specter","Pennsylvania","Republican","1985"
"William B. Spong Jr.","Virginia","Democratic","1966"
"William B. Spong Jr.","Virginia","Democratic","1967"
"William B. Spong Jr.","Virginia","Democratic","1968"
"William B. Spong Jr.","Virginia","Democratic","1969"
"William B. Spong Jr.","Virginia","Democratic","1970"
"William B. Spong Jr.","Virginia","Democratic","1971"
"William B. Spong Jr.","Virginia","Democratic","1972"
"William B. Spong Jr.","Virginia","Democratic","1973"
"Robert Stafford","Vermont","Republican","1971"
"Robert Stafford","Vermont","Republican","1972"
"Robert Stafford","Vermont","Republican","1973"
"Robert Stafford","Vermont","Republican","1974"
"Robert Stafford","Vermont","Republican","1975"
"Robert Stafford","Vermont","Republican","1976"
"Robert Stafford","Vermont","Republican","1977"
"Robert Stafford","Vermont","Republican","1978"
"Robert Stafford","Vermont","Republican","1979"
"Robert Stafford","Vermont","Republican","1980"
"Robert Stafford","Vermont","Republican","1981"
"Robert Stafford","Vermont","Republican","1982"
"Robert Stafford","Vermont","Republican","1983"
"Robert Stafford","Vermont","Republican","1984"
"Robert Stafford","Vermont","Republican","1985"
"William A. Stanfill","Kentucky","Republican","1945"
"William A. Stanfill","Kentucky","Republican","1946"
"John C. Stennis","Mississippi","Democratic","1947"
"John C. Stennis","Mississippi","Democratic","1948"
"John C. Stennis","Mississippi","Democratic","1949"
"John C. Stennis","Mississippi","Democratic","1950"
"John C. Stennis","Mississippi","Democratic","1951"
"John C. Stennis","Mississippi","Democratic","1952"
"John C. Stennis","Mississippi","Democratic","1953"
"John C. Stennis","Mississippi","Democratic","1954"
"John C. Stennis","Mississippi","Democratic","1955"
"John C. Stennis","Mississippi","Democratic","1956"
"John C. Stennis","Mississippi","Democratic","1957"
"John C. Stennis","Mississippi","Democratic","1958"
"John C. Stennis","Mississippi","Democratic","1959"
"John C. Stennis","Mississippi","Democratic","1960"
"John C. Stennis","Mississippi","Democratic","1961"
"John C. Stennis","Mississippi","Democratic","1962"
"John C. Stennis","Mississippi","Democratic","1963"
"John C. Stennis","Mississippi","Democratic","1964"
"John C. Stennis","Mississippi","Democratic","1965"
"John C. Stennis","Mississippi","Democratic","1966"
"John C. Stennis","Mississippi","Democratic","1967"
"John C. Stennis","Mississippi","Democratic","1968"
"John C. Stennis","Mississippi","Democratic","1969"
"John C. Stennis","Mississippi","Democratic","1970"
"John C. Stennis","Mississippi","Democratic","1971"
"John C. Stennis","Mississippi","Democratic","1972"
"John C. Stennis","Mississippi","Democratic","1973"
"John C. Stennis","Mississippi","Democratic","1974"
"John C. Stennis","Mississippi","Democratic","1975"
"John C. Stennis","Mississippi","Democratic","1976"
"John C. Stennis","Mississippi","Democratic","1977"
"John C. Stennis","Mississippi","Democratic","1978"
"John C. Stennis","Mississippi","Democratic","1979"
"John C. Stennis","Mississippi","Democratic","1980"
"John C. Stennis","Mississippi","Democratic","1981"
"John C. Stennis","Mississippi","Democratic","1982"
"John C. Stennis","Mississippi","Democratic","1983"
"John C. Stennis","Mississippi","Democratic","1984"
"John C. Stennis","Mississippi","Democratic","1985"
"Ted Stevens","Alaska","Republican","1968"
"Ted Stevens","Alaska","Republican","1969"
"Ted Stevens","Alaska","Republican","1970"
"Ted Stevens","Alaska","Republican","1971"
"Ted Stevens","Alaska","Republican","1972"
"Ted Stevens","Alaska","Republican","1973"
"Ted Stevens","Alaska","Republican","1974"
"Ted Stevens","Alaska","Republican","1975"
"Ted Stevens","Alaska","Republican","1976"
"Ted Stevens","Alaska","Republican","1977"
"Ted Stevens","Alaska","Republican","1978"
"Ted Stevens","Alaska","Republican","1979"
"Ted Stevens","Alaska","Republican","1980"
"Ted Stevens","Alaska","Republican","1981"
"Ted Stevens","Alaska","Republican","1982"
"Ted Stevens","Alaska","Republican","1983"
"Ted Stevens","Alaska","Republican","1984"
"Ted Stevens","Alaska","Republican","1985"
"Adlai Stevenson III","Illinois","Democratic","1970"
"Adlai Stevenson III","Illinois","Democratic","1971"
"Adlai Stevenson III","Illinois","Democratic","1972"
"Adlai Stevenson III","Illinois","Democratic","1973"
"Adlai Stevenson III","Illinois","Democratic","1974"
"Adlai Stevenson III","Illinois","Democratic","1975"
"Adlai Stevenson III","Illinois","Democratic","1976"
"Adlai Stevenson III","Illinois","Democratic","1977"
"Adlai Stevenson III","Illinois","Democratic","1978"
"Adlai Stevenson III","Illinois","Democratic","1979"
"Adlai Stevenson III","Illinois","Democratic","1980"
"Adlai Stevenson III","Illinois","Democratic","1981"
"Donald W. Stewart","Alabama","Democratic","1978"
"Donald W. Stewart","Alabama","Democratic","1979"
"Donald W. Stewart","Alabama","Democratic","1980"
"Donald W. Stewart","Alabama","Democratic","1981"
"Tom Stewart","Tennessee","Democratic","1945"
"Tom Stewart","Tennessee","Democratic","1946"
"Tom Stewart","Tennessee","Democratic","1947"
"Tom Stewart","Tennessee","Democratic","1948"
"Tom Stewart","Tennessee","Democratic","1949"
"Richard B. Stone","Florida","Democratic","1975"
"Richard B. Stone","Florida","Democratic","1976"
"Richard B. Stone","Florida","Democratic","1977"
"Richard B. Stone","Florida","Democratic","1978"
"Richard B. Stone","Florida","Democratic","1979"
"Richard B. Stone","Florida","Democratic","1980"
"George R. Swift","Alabama","Democratic","1946"
"Stuart Symington","Missouri","Democratic","1953"
"Stuart Symington","Missouri","Democratic","1954"
"Stuart Symington","Missouri","Democratic","1955"
"Stuart Symington","Missouri","Democratic","1956"
"Stuart Symington","Missouri","Democratic","1957"
"Stuart Symington","Missouri","Democratic","1958"
"Stuart Symington","Missouri","Democratic","1959"
"Stuart Symington","Missouri","Democratic","1960"
"Stuart Symington","Missouri","Democratic","1961"
"Stuart Symington","Missouri","Democratic","1962"
"Stuart Symington","Missouri","Democratic","1963"
"Stuart Symington","Missouri","Democratic","1964"
"Stuart Symington","Missouri","Democratic","1965"
"Stuart Symington","Missouri","Democratic","1966"
"Stuart Symington","Missouri","Democratic","1967"
"Stuart Symington","Missouri","Democratic","1968"
"Stuart Symington","Missouri","Democratic","1969"
"Stuart Symington","Missouri","Democratic","1970"
"Stuart Symington","Missouri","Democratic","1971"
"Stuart Symington","Missouri","Democratic","1972"
"Stuart Symington","Missouri","Democratic","1973"
"Stuart Symington","Missouri","Democratic","1974"
"Stuart Symington","Missouri","Democratic","1975"
"Stuart Symington","Missouri","Democratic","1976"
"Steven Symms","Idaho","Republican","1981"
